Timestamp,EAR,MOR,Tilt Angle,PERCLOS,FOM,Fatigue,Hand Covering Mouth
2024-12-05 15:21:08,0.23,0.36,85.45,36.67,3,No Fatigue,No
2024-12-05 15:21:08,0.23,0.36,85.45,36.67,3,No Fatigue,No
2024-12-05 15:21:08,0.23,0.36,85.45,33.33,3,No Fatigue,No
2024-12-05 15:21:09,0.23,0.36,85.45,26.67,3,No Fatigue,No
2024-12-05 15:21:09,0.23,0.36,85.45,23.33,3,No Fatigue,No
2024-12-05 15:21:09,0.23,0.36,85.45,16.67,3,No Fatigue,No
2024-12-05 15:21:09,0.23,0.36,85.45,13.33,3,No Fatigue,No
2024-12-05 15:21:09,0.23,0.36,85.45,6.67,3,No Fatigue,No
2024-12-05 15:21:09,0.23,0.36,85.45,3.33,3,No Fatigue,No
2024-12-05 15:21:10,0.23,0.36,85.45,0.0,3,No Fatigue,No
2024-12-05 15:21:10,0.23,0.36,85.45,0.0,4,No Fatigue,No
2024-12-05 15:21:10,0.23,0.36,85.45,0.0,4,No Fatigue,No
2024-12-05 15:21:10,0.23,0.36,85.45,0.0,4,No Fatigue,No
2024-12-05 15:21:10,0.23,0.36,85.45,0.0,4,No Fatigue,No
2024-12-05 15:21:11,0.23,0.36,85.45,3.33,5,No Fatigue,No
2024-12-05 15:21:11,0.23,0.36,85.45,6.67,5,No Fatigue,No
2024-12-05 15:21:11,0.23,0.36,85.45,3.33,5,No Fatigue,No
2024-12-05 15:21:11,0.23,0.36,85.45,3.33,6,No Fatigue,No
2024-12-05 15:21:12,0.23,0.36,85.45,3.33,6,No Fatigue,No
2024-12-05 15:21:12,0.23,0.36,85.45,0.0,6,No Fatigue,No
2024-12-05 15:21:12,0.23,0.36,85.45,0.0,6,No Fatigue,No
2024-12-05 15:21:12,0.23,0.36,85.45,0.0,6,No Fatigue,No
2024-12-05 15:21:12,0.23,0.36,85.45,0.0,6,No Fatigue,No
2024-12-05 15:21:12,0.23,0.36,85.45,0.0,6,No Fatigue,No
2024-12-05 15:21:13,0.23,0.36,85.45,0.0,7,No Fatigue,No
2024-12-05 15:21:13,0.23,0.36,85.45,0.0,7,No Fatigue,No
